RA,DEC,z,M500
327.281,-30.699,0.1184,2.9219
327.845,-55.353,0.0385,0.5065
327.859,13.798,0.2076,3.1093
327.97,-15.717,0.0614,1.0608
328.059,-19.705,0.0963,1.8696
328.1,-19.565,0.0943,2.6137
328.398,17.687,0.2329,8.9525
328.538,-57.855,0.076,3.0499
328.55,-4.005,0.1509,2.7138
328.92,12.534,0.192,3.6665
328.997,1.151,0.219,0.5977
329.103,33.31,0.078,2.734
329.357,-7.795,0.0579,1.2033
329.584,-20.104,0.057,0.8978
329.613,-60.4,0.075,2.0015
329.627,-9.808,0.0809,1.787
330.22,20.971,0.147,4.6339
330.462,-22.444,0.0691,1.4571
330.483,-59.949,0.098,4.589
330.524,-9.825,0.0809,1.7883
330.687,-19.036,0.438,1.1006
330.961,-21.509,0.0732,0.9762
331.419,-5.593,0.0582,2.0925
332.347,-51.815,0.1065,2.485
332.582,-12.176,0.0846,3.5139
332.941,-3.828,0.397,18.1
333.159,-17.232,0.134,0.2437
333.272,-27.9,0.061,0.9258
333.377,-16.935,0.297,1.3207
333.61,-17.023,0.153,2.9383
333.636,-10.372,0.098,3.5581
333.72,13.847,0.0253,0.3154
333.739,-14.003,0.5027,6.6031
333.925,37.305,0.019,0.4805
334.065,-9.34,0.0825,2.4124
334.235,-17.426,0.1301,3.0213
334.43,-35.726,0.1486,3.9093
334.523,-65.185,0.0951,2.7949
334.571,-3.834,0.0901,2.6804
334.668,-38.897,0.1411,3.915
334.669,-3.78,0.09,1.8693
334.705,-2.968,0.0902,1.6346
335.038,-52.467,0.102,1.5432
335.144,-35.165,0.1544,5.2077
335.558,-52.587,0.174,0.894
335.971,-1.638,0.0906,2.8449
336.115,-55.256,0.0791,1.7724
336.182,-56.535,0.0355,0.4961
336.463,-6.603,0.0897,1.9117
336.511,17.378,0.1072,2.6308
336.544,-47.75,0.113,1.2521
336.72,25.843,0.165,2.9873
336.868,-48.882,0.097,1.2756
336.969,-30.57,0.0579,1.7896
337.155,20.609,0.412,9.1224
337.214,-60.899,0.0423,0.64
337.439,-27.927,0.324,4.7366
338.629,-37.735,0.151,5.6953
338.723,-30.566,0.2515,3.7212
338.919,1.472,0.0594,1.8194
339.253,-15.269,0.299,1.7713
339.818,-17.329,0.0751,0.8395
339.852,-5.782,0.242,1.1816
339.893,-6.004,0.173,0.3678
339.912,-5.72,0.243,1.4808
340.474,17.542,0.3137,4.6179
340.721,53.018,0.192,4.0116
340.769,-20.166,0.1359,2.9585
340.839,-9.595,0.447,17.4
341.145,-17.739,0.1325,1.9078
341.271,26.63,0.304,5.5615
341.549,-36.006,0.0673,0.7013
341.578,-52.729,0.0965,3.3988
341.873,3.619,0.2,0.9718
342.137,-16.106,0.2472,4.3759
342.181,-44.529,0.3475,11.8328
342.323,-37.457,0.0289,0.307
342.488,-64.429,0.094,3.6139
342.523,11.617,0.0255,0.3203
342.587,10.902,0.0768,2.5431
342.704,-45.359,0.0511,0.5167
342.753,-16.407,0.1221,2.8944
342.948,-32.103,0.246,4.8409
343.392,-33.724,0.224,4.239
343.513,-63.254,0.2112,4.7595
344.238,5.547,0.1696,2.5751
344.456,20.94,0.297,0.9917
344.53,20.918,0.288,2.3105
345.058,29.442,0.0688,0.9868
345.688,71.621,0.145,3.4383
345.7,8.731,0.722,1.7926
345.943,15.384,0.247,2.4573
346.357,-35.762,0.201,0.7738
346.361,-51.508,0.194,0.3373
346.394,-45.221,0.1253,2.4926
346.65,-13.32,0.0659,1.3931
346.715,-13.416,0.0659,1.0851
346.763,16.524,0.2502,4.8065
346.814,-15.228,0.111,2.4769
346.917,27.27,0.11,1.1624
347.097,-2.192,0.2966,6.4393
347.61,7.577,0.0424,1.1742
347.788,11.632,0.261,3.0933
347.888,3.644,0.2998,6.8558
348.086,-21.501,0.1108,2.3576
348.178,10.725,0.31,1.3017
348.254,-21.632,0.0871,2.4758
348.494,-42.734,0.0564,2.8261
348.499,14.744,0.1627,2.6851
348.934,-37.782,0.1786,4.5563
348.938,-2.377,0.0267,0.5841
349.031,-20.455,0.0822,2.1731
349.294,18.691,0.0422,1.3354
349.523,-42.593,0.209,0.8129
349.612,18.724,0.0389,1.0268
349.632,18.705,0.0403,1.0206
349.664,42.966,0.0174,0.6152
349.775,-42.114,0.045,2.4403
349.8,-67.84,0.0286,0.3126
349.892,12.437,0.126,0.7632
349.924,-73.231,0.0984,1.8412
350.06,41.779,0.14,2.8768
350.351,-23.205,0.089,1.4552
350.389,-41.899,0.0894,2.5863
350.453,-69.699,0.1846,4.0761
350.467,15.043,0.15,2.1055
350.812,18.19,0.154,1.1469
350.913,9.148,0.1992,2.902
350.973,16.809,0.0416,1.9896
351.084,14.651,0.0428,1.4243
351.249,18.697,0.2018,1.6134
351.333,-12.127,0.0852,4.1821
351.413,-54.732,0.102,0.4374
351.567,-24.104,0.088,1.018
351.695,-52.71,0.1074,1.7895
352.208,14.887,0.497,1.3452
352.666,45.937,0.242,4.6104
352.803,-36.507,0.0957,3.2815
352.967,-37.786,0.28,0.9135
353.471,21.677,0.1022,1.536
353.52,7.071,0.099,1.175
353.771,27.37,0.0613,1.336
353.905,2.292,0.3877,0.9785
354.034,20.623,0.0601,0.9297
354.071,-31.61,0.0643,1.2886
354.126,21.142,0.0565,1.8057
354.174,23.93,0.1245,2.8284
354.419,0.277,0.2779,5.4242
354.607,27.013,0.0309,1.2154
355.043,-85.178,0.1934,3.4143
355.134,10.491,0.18,2.3115
355.276,0.315,0.11,1.4044
355.32,-9.028,0.251,4.7207
356.067,-4.368,0.0786,2.8221
356.12,-21.893,0.1122,1.443
356.238,9.198,0.04,1.8752
356.677,-10.47,0.1911,2.944
356.852,-2.314,0.0223,0.2447
356.93,-28.141,0.03,2.0383
357.054,-28.817,0.226,3.0488
357.223,-31.287,0.184,1.0831
357.538,-3.653,0.1466,2.1495
357.64,29.498,0.1498,2.8368
357.644,29.531,0.095,2.0019
357.711,6.161,0.0562,1.936
357.919,-26.084,0.2264,7.8996
358.556,-10.413,0.0765,2.316
358.798,-15.008,0.0857,0.3897
358.909,11.343,0.0726,1.6934
358.925,11.647,0.0729,1.0647
358.957,34.386,0.148,2.1719
359.26,-34.761,0.0475,2.6658
359.83,-60.7,0.0989,1.9699
359.864,-34.306,0.115,0.7568
359.9,-32.185,0.478,1.4784
359.982,-39.48,0.1024,2.1579
