RA,DEC,p_max,precisionX,s/n,id
156.3028720177379,-19.962040257192587,0.2357936725020409,0.4334221629647111,5.134471,SZ_G262.11+31.08
159.1517837285939,-7.070854255777904,0.2358225490897894,0.4334441375114767,5.812812,SZ_G254.36+42.73
167.57011294270484,56.25585675691884,0.2358332891017198,0.4334523104610121,5.240983,SZ_G147.84+55.71
26.146643622417965,66.46965098997414,0.2358356017087187,0.4334540703119713,-1.0,SZ_G128.21+04.14
185.9262291684496,-20.944422984300207,0.2358514494262636,0.4334661301305812,-1.0,SZ_G294.28+41.46
340.30151768209265,16.575758513873275,0.2358602167417605,0.4334728018947825,5.218774,SZ_G083.28-36.08
33.539308699313935,37.87658349800424,0.2358707981184125,0.4334808541258185,-1.0,SZ_G140.45-22.17
17.59088566913515,12.710897548270571,0.2358716181479394,0.4334814781530528,6.114577,SZ_G130.11-49.90
12.253853664223035,-45.84488731075634,0.2358723767101765,0.4334820554048216,-1.0,SZ_G304.25-71.28
183.91543008652567,-48.431640616556464,0.2358823131237711,0.4334896168309539,-1.0,SZ_G296.83+14.02
117.66902522466673,41.73714107468565,0.2358935559168458,0.4334981723875989,-1.0,SZ_G177.91+28.25
62.42345843752819,25.25954763477205,0.2359104724600911,0.4335110455627086,-1.0,SZ_G169.69-19.12
301.14866631749766,28.10214423202717,0.2359125632792711,0.4335126366372584,-1.0,SZ_G066.01-01.81
215.23409498452665,-37.56530912245908,0.2359272097237408,0.4335237823093769,-1.0,SZ_G321.92+21.98
329.4213433002268,-24.66435218532155,0.2359318034723401,0.4335272780667117,5.2623370000000005,SZ_G026.49-51.04
83.37130616408704,-30.3577653071648,0.235982293728739,0.4335657002137502,-1.0,SZ_G234.32-29.12
54.79613161170946,-26.811592603379413,0.2359838993288577,0.4335669220456093,-1.0,SZ_G222.33-52.80
